item_id,language,form,item_kind,category,item_definition,english_gloss,uni_lemma,is_animate,is_small,is_big,is_bodypart,is_place,lexical_category,complexity_category,sense,alternative_forms,multiword,AoA
item_74,English (American),WS,word,toys,book,book,book,0,1,0,0,0,nouns,,,,no,
item_75,English (American),WS,word,toys,bubbles,bubbles,bubbles,0,0,0,0,0,nouns,,,,no,19
item_76,English (American),WS,word,toys,chalk,chalk,chalk,0,1,0,0,0,nouns,,,,no,27
item_77,English (American),WS,word,toys,crayon,crayon,crayon,0,1,0,0,0,nouns,,,,no,24
item_78,English (American),WS,word,toys,doll,doll,doll,0,1,0,0,0,nouns,,,,no,23
item_79,English (American),WS,word,toys,game,game,game,0,0,0,0,0,nouns,,,,no,27
item_80,English (American),WS,word,toys,glue,glue,glue,0,1,0,0,0,nouns,,,,no,29
item_81,English (American),WS,word,toys,pen,pen,pen,0,1,0,0,0,nouns,,,,no,25
item_82,English (American),WS,word,toys,pencil,pencil,pencil,0,1,0,0,0,nouns,,,,no,26
item_84,English (American),WS,word,toys,present,present,present,0,1,0,0,0,nouns,,,,no,26
item_85,English (American),WS,word,toys,puzzle,puzzle,puzzle,0,1,0,0,0,nouns,,,,no,25
item_86,English (American),WS,word,toys,story,story,story,0,0,0,0,0,nouns,,,,no,25
item_87,English (American),WS,word,toys,toy,toy,toy,0,1,0,0,0,nouns,,object,,no,22
item_88,English (American),WS,word,food_drink,apple,apple,apple,0,1,0,0,0,nouns,,,,no,19
item_89,English (American),WS,word,food_drink,applesauce,applesauce,applesauce,0,1,0,0,0,nouns,,,,no,26
item_90,English (American),WS,word,food_drink,banana,banana,banana,0,1,0,0,0,nouns,,,,no,17
item_91,English (American),WS,word,food_drink,beans,beans,beans,0,1,0,0,0,nouns,,,,no,26
item_92,English (American),WS,word,food_drink,bread,bread,bread,0,1,0,0,0,nouns,,,,no,23
item_93,English (American),WS,word,food_drink,butter,butter,butter,0,1,0,0,0,nouns,,,,no,26
item_94,English (American),WS,word,food_drink,cake,cake,cake,0,1,0,0,0,nouns,,,,no,23
item_95,English (American),WS,word,food_drink,candy,candy,candy,0,1,0,0,0,nouns,,,,no,24
item_96,English (American),WS,word,food_drink,carrots,carrots,carrot,0,1,0,0,0,nouns,,,,no,24
item_97,English (American),WS,word,food_drink,cereal,cereal,cereal,0,1,0,0,0,nouns,,,,no,23
item_98,English (American),WS,word,food_drink,cheerios,cheerios,cheerios,0,1,0,0,0,nouns,,,,no,25
item_99,English (American),WS,word,food_drink,cheese,cheese,cheese,0,1,0,0,0,nouns,,,,no,19
